curve,epsilon,snr_db,n,rate_bits
RCU$^+$ achievable (ours),0.001,3,2000,0.728688
Gallager achievable,0.001,3,30,0.092204
Gallager achievable,0.001,3,112,0.428997
Gallager achievable,0.001,3,194,0.505939
Gallager achievable,0.001,3,276,0.54767
Gallager achievable,0.001,3,358,0.574862
Gallager achievable,0.001,3,440,0.594472
Gallager achievable,0.001,3,522,0.609493
Gallager achievable,0.001,3,605,0.621568
Gallager achievable,0.001,3,687,0.631421
Gallager achievable,0.001,3,769,0.63968
Gallager achievable,0.001,3,851,0.64678
Gallager achievable,0.001,3,933,0.652914
Gallager achievable,0.001,3,1015,0.658372
Gallager achievable,0.001,3,1097,0.663154
Gallager achievable,0.001,3,1179,0.667501
Gallager achievable,0.001,3,1261,0.671413
Gallager achievable,0.001,3,1343,0.674987
Gallager achievable,0.001,3,1425,0.678223
Gallager achievable,0.001,3,1508,0.681266
Gallager achievable,0.001,3,1590,0.684019
Gallager achievable,0.001,3,1672,0.686579
Gallager achievable,0.001,3,1754,0.688946
Gallager achievable,0.001,3,1836,0.691168
Gallager achievable,0.001,3,1918,0.693293
Gallager achievable,0.001,3,2000,0.695225
$\kappa\beta$ achievable (PPV-faithful),0.001,3,30,0.0508656
$\kappa\beta$ achievable (PPV-faithful),0.001,3,112,0.460391
$\kappa\beta$ achievable (PPV-faithful),0.001,3,194,0.549449
$\kappa\beta$ achievable (PPV-faithful),0.001,3,276,0.592555
$\kappa\beta$ achievable (PPV-faithful),0.001,3,358,0.619005
$\kappa\beta$ achievable (PPV-faithful),0.001,3,440,0.637279
$\kappa\beta$ achievable (PPV-faithful),0.001,3,522,0.650856
$\kappa\beta$ achievable (PPV-faithful),0.001,3,605,0.661554
$\kappa\beta$ achievable (PPV-faithful),0.001,3,687,0.670078
$\kappa\beta$ achievable (PPV-faithful),0.001,3,769,0.677137
$\kappa\beta$ achievable (PPV-faithful),0.001,3,851,0.679032
$\kappa\beta$ achievable (PPV-faithful),0.001,3,933,0.674689
$\kappa\beta$ achievable (PPV-faithful),0.001,3,1015,0.680216
$\kappa\beta$ achievable (PPV-faithful),0.001,3,1097,0.68506
$\kappa\beta$ achievable (PPV-faithful),0.001,3,1179,0.689348
$\kappa\beta$ achievable (PPV-faithful),0.001,3,1261,0.693177
$\kappa\beta$ achievable (PPV-faithful),0.001,3,1343,0.696623
$\kappa\beta$ achievable (PPV-faithful),0.001,3,1425,0.699751
$\kappa\beta$ achievable (PPV-faithful),0.001,3,1508,0.702635
$\kappa\beta$ achievable (PPV-faithful),0.001,3,1590,0.705242
$\kappa\beta$ achievable (PPV-faithful),0.001,3,1672,0.707642
$\kappa\beta$ achievable (PPV-faithful),0.001,3,1754,0.709859
$\kappa\beta$ achievable (PPV-faithful),0.001,3,1836,0.711916
$\kappa\beta$ achievable (PPV-faithful),0.001,3,1918,0.71383
$\kappa\beta$ achievable (PPV-faithful),0.001,3,2000,0.715617
Normal approximation,0.001,3,30,0.330588
Normal approximation,0.001,3,112,0.540943
Normal approximation,0.001,3,194,0.597581
Normal approximation,0.001,3,276,0.627162
Normal approximation,0.001,3,358,0.646137
Normal approximation,0.001,3,440,0.659655
Normal approximation,0.001,3,522,0.669926
Normal approximation,0.001,3,605,0.678166
Normal approximation,0.001,3,687,0.684827
Normal approximation,0.001,3,769,0.690416
Normal approximation,0.001,3,851,0.695195
Normal approximation,0.001,3,933,0.699343
Normal approximation,0.001,3,1015,0.702988
Normal approximation,0.001,3,1097,0.706225
Normal approximation,0.001,3,1179,0.709125
Normal approximation,0.001,3,1261,0.711744
Normal approximation,0.001,3,1343,0.714123
Normal approximation,0.001,3,1425,0.716298
Normal approximation,0.001,3,1508,0.71832
Normal approximation,0.001,3,1590,0.720163
Normal approximation,0.001,3,1672,0.721871
Normal approximation,0.001,3,1754,0.72346
Normal approximation,0.001,3,1836,0.724943
Normal approximation,0.001,3,1918,0.726332
Normal approximation,0.001,3,2000,0.727636
